,datetime,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,word_16,word_17,word_18,word_19,word_20,word_21,word_22,word_23,word_24,word_25,word_26,word_27,word_28,word_29,word_30,word_31,word_32
31,09/27/2016 03:29:05.9137,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011101,0000000000110001,0000000001101111,0111011001100010,0000000000000000,0000000000011101,0100010100010101,1001100100010011,0000101101101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
32,09/27/2016 03:29:39.8500,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011110,0000000000110001,0000000001101111,1111101000000110,0000000000000000,0000000000011110,0100010100010101,1001100100110100,1011110001101001,0000000000001000,0000000001110001,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110001
33,09/27/2016 03:31:26.8127,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000011111,0000000000110001,0000000001110001,1001101001101110,0000000000000000,0000000000011111,0100010100010101,1001100110011111,0110001001101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
34,09/27/2016 03:32:04.7485,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100000,0000000000110001,0000000001110010,0011000100110110,0000000000000000,0000000000100000,0100010100010101,1001100111000110,0000001001101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
35,09/27/2016 03:32:29.8150,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100001,0000000000110001,0000000001110010,1001001011011110,0000000000000000,0000000000100001,0100010100010101,1001100111011110,1111001001101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
36,09/27/2016 03:32:58.8449,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100010,0000000000110001,0000000001110011,0000001000110011,0000000000000000,0000000000100010,0100010100010101,1001100111111011,1000000101101001,0000000000001000,0000000001110101,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110101
37,09/27/2016 03:34:24.8435,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100011,0000000000110001,0000000001110100,0101010001111011,0000000000000000,0000000000100011,0100010100010101,1001101001010010,0000011001101001,0000000000001000,0000000001101110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001101110
38,09/27/2016 03:35:01.7292,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100100,0000000000110001,0000000001110100,1110001100001111,0000000000000000,0000000000100100,0100010100010101,1001101001110110,1000110001101001,0000000000111110,0000000000001011,0000000000110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000110010
39,09/27/2016 03:35:27.9389,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100101,0000000000110001,0000000001110101,0100101101011011,0000000000000000,0000000000100101,0100010100010101,1001101010010001,0100000101101001,0000000000111110,0000000000001100,0000000000011110,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000011110
40,09/27/2016 03:35:56.7567,0000000110010010,0000000100000000,0011011100110000,0000000000000000,0000110000000001,1100000000100110,0000000000110001,0000000001110101,1011101100010011,0000000000000000,0000000000100110,0100010100010101,1001101010101101,1101110101101001,0000000000001000,0000000001110010,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000001110010
