,datetime,mss_payload_id,mss_payload_mode,mss_payload_error,mss_payload_temp1,mss_payload_temp2,mss_payload_reserved,packet_version_number,packet_type,packet_secondary_header_flag,packet_id,packet_grouping_flag,packet_sequence_count,packet_data_length,time_ms_in_week,time_week_number,word_10_spare,command_count,last_command_mss_coarse_time,last_command_mss_fine_time,word__spare,last_command_opcode,last_command_parameter_1,last_command_parameter_2,last_command_parameter_3,last_command_parameter_4,last_command_parameter_5,last_command_parameter_6,word_23_spare,word_24_spare,word_25_spare,word_26_spare,word_27_spare,word_28_spare,word_29_spare,word_30_spare,command_response_high_word,command_response_low_word
59,10/19/2016 12:03:51.7481,402,1,0,32,21,0,0,0,1,1025,3,58,49,10903493,0,0,58,1160931830,90,105,62,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
60,10/19/2016 12:04:42.6722,402,1,0,32,21,0,0,0,1,1025,3,59,49,10953994,0,0,59,1160931880,219,105,8,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,120
61,10/19/2016 12:08:37.6267,402,1,0,33,21,0,0,0,1,1025,3,60,49,11189096,0,0,60,1160932116,6,105,38,1,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
62,10/19/2016 12:09:49.8089,402,1,0,33,21,0,0,0,1,1025,3,61,49,11260997,0,0,61,1160932187,219,105,8,129,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,129
63,10/19/2016 12:11:25.7455,402,1,0,33,21,0,0,0,1,1025,3,62,49,11357397,0,0,62,1160932284,45,105,62,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
64,10/19/2016 12:12:00.7390,402,1,0,33,21,0,0,0,1,1025,3,63,49,11391998,0,0,63,1160932318,220,105,8,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,120
65,10/19/2016 12:13:27.7767,402,1,0,33,21,0,0,0,1,1025,3,64,49,11479099,0,0,64,1160932405,241,105,38,2,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
66,10/19/2016 12:14:20.7670,402,1,0,33,21,0,0,0,1,1025,3,65,49,11532599,0,0,65,1160932459,119,105,8,129,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,129
67,10/19/2016 03:03:05.5262,402,1,0,32,32,0,0,0,1,1025,3,1,49,1568984,0,0,1,1160942584,103,105,8,110,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,110
68,10/19/2016 03:03:48.3654,402,1,0,32,32,0,0,0,1,1025,3,2,49,1611284,0,0,2,1160942626,181,105,57,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
69,10/19/2016 03:04:43.5470,402,1,0,32,32,0,0,0,1,1025,3,3,49,1666985,0,0,3,1160942682,124,105,62,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
70,10/19/2016 03:05:21.3777,402,1,0,32,32,0,0,0,1,1025,3,4,49,1704485,0,0,4,1160942719,239,105,8,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,120
71,10/19/2016 03:09:11.3187,402,1,0,32,32,0,0,0,1,1025,3,5,49,1934287,0,0,5,1160942949,179,105,38,1,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
72,10/19/2016 03:11:15.3771,402,1,0,32,32,0,0,0,1,1025,3,6,49,2058388,0,0,6,1160943073,223,105,8,129,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,129
73,10/19/2016 03:13:18.3914,402,1,0,32,32,0,0,0,1,1025,3,7,49,2181990,0,0,7,1160943197,116,105,62,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
74,10/19/2016 03:13:18.4004,402,1,0,32,32,0,0,0,1,1025,3,7,49,2181990,0,0,7,1160943197,116,105,62,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
75,10/19/2016 03:14:08.4834,402,1,0,32,32,0,0,0,1,1025,3,8,49,2231390,0,0,8,1160943246,233,105,8,120,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,120
76,10/19/2016 03:16:53.3839,402,1,0,32,32,0,0,0,1,1025,3,9,49,2396691,0,0,9,1160943412,38,105,38,2,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2
77,10/19/2016 03:17:48.3814,402,1,0,32,32,0,0,0,1,1025,3,10,49,2451892,0,0,10,1160943467,73,105,8,129,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,129
78,10/19/2016 03:26:08.4634,402,1,0,32,32,0,0,0,1,1025,3,11,49,2951696,0,0,11,1160943967,29,105,8,150,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,150
79,10/19/2016 03:26:42.4028,402,1,0,32,32,0,0,0,1,1025,3,12,49,2985497,0,0,12,1160944001,3,105,8,151,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,151
